ID,sentiment,content
11241,anger,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. #indignation
11242,anger,@mikeburke91 @AP I guess. It's just heartbreaking the ease with which they can kill an innocent man and get away with it. 
11243,anger,"In  fact,  sometimes i don't get furious at people who wrong me, but   i get  furious at  myself  for being  a  fool."
11244,anger,All options are on the table - #revenge is coming.
11245,anger,Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz 
11246,anger,Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting
11247,anger,Someone throw a snap dance party for LO. Rest Up big Homie ðŸ™ðŸ¾
11248,anger,"If angry, bash out your frustration on the pastry #GBBO"
11249,anger,So excited to watch @RuPaulsDragRace #allstars \n#RuPaul #revenge
11250,anger,and i will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers
11251,anger,All the young people are so bitter about how the older contestants probably know how to make Bakewell Tarts ðŸ˜‚ #GBBO
11252,anger,Why did Alex just growl at me.. ðŸ˜‚ðŸ˜‚ðŸ˜‚
11253,anger,"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. "
11254,anger,"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge"
11255,anger,@takumasgirl I fell and heard a snap hffffhj
11256,anger,@Cardschatter now that the Bills have a new offense of Cordinator do you think it's more difficult for the @AZCardinals to  game plan?
11257,anger,Will give #sleepnumber another chance for customer service. Today's growl is 15+ minutes on hold. Overall bed + service = very unimpressive.
11258,anger,I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !
11259,anger,at least 5 ppl have left my stores in a huff in the past year but ive never had anyone call guest service on me yet so
11260,anger,@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS
11261,anger,I told myself i wouldn't talk about this but i need to bring it up. I'm slightly bitter about the tÃ¸p cover of cancer
11262,anger,"Michelle, who did NOTHING is hating on Nicole's game hahaha.... #bitter #bb18"
11263,anger,"Michelle, who did NOTHING is hating on Nicole's game hahaha....  #bb18"
11264,anger,I asked Jared to marry me and he said no. #offended
11265,anger,I asked Jared to marry me and he said no. 
11266,anger,It's #ThirstyThursday which means it's time to #rage. Get ready for tonight with personal #hydration. Book now. 305-912-4937. #itslit #miami
11267,anger,@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. #bitter
11268,anger,@cassidyyy_0 literally Nicole already had her chance and she played shitty both seasons. 
11269,anger,@johnmerro1 @Liberobility still bitter about last night lads ðŸ˜‚
11270,anger,@Dominos_UK worst thing is i have confimation from them #angry
11271,anger,@Dominos_UK worst thing is i have confimation from them 
11272,anger,@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?
11273,anger,"@memorie_holiday @AngryOrchard about 2 wks ago,playing pokemon and not paying attention. Placed my elbow on a rail 3 inches from 4 no sting."
11274,anger,@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin
11275,anger,@bt_uk broadband is shocking regretting signing up now  #shouldofgonewithvirgin
11276,anger,@Bickley_Marotta yea because forcing 5 turnovers and holding a pretty good offense to 7 points is concerning.....oh wait. NO!!
11277,anger,@itgoeszaysway ok but his identity was revealed and he's black so educate yourself and don't insult people when they state facts lol...
11278,anger,Everton not playing and fume on here have day off
11279,anger,@AmericanAir I am irate at you check-in system. I have tried to checkin all day and it wouldn't let me do it because I had no seat assigned
11280,anger,@JustinRow10 madden is the reason why controllers are snapped
11281,anger,@TokyoSexPolice can I get away of this wrath by reading manga instead of watching overdone anime
11282,anger,@leepg \n\nLike a rabid dog I pulled out the backs of my cupboards looking for a bakewell..Found a french fancie &amp; a mini batternburg #Winner!
11283,anger,"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage"
11284,anger,Marcus Rojo is the worst player i have ever seen. Useless toasting burning bastard
11285,anger,@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam  #thewengerway
11286,anger,@EliTheProphet_ @ChrisMellini this is an automatic L for me but ima keep trying fam #relentless #thewengerway
11287,anger,@majesticmata didn't even realise you used that insult it was that shit mate
11288,anger,"@happyandbashful Flirt, simper, pout, repeat. Yuck."
11289,anger,"This anger inside I turned to fuel, I burned and watched myself spin down, like inferno types,"
11290,anger,"@HumbleTeej @CourtneeHendrix even if he says nothing, he'll still piss some people off. He's gotta decide who he wants to make angry."
11291,anger,someone kik me @ montanashay_ \n #kikme 
11292,anger,someone kik me @ montanashay_ \n#kikme #snap
11293,anger,.@Travelanswerman: B assured there is plenty of salt 2 keep that #fire #burning brightly! Stay #happy N life by keeping plenty #saltyâ€¦ â€¦
11294,anger,@PediMGHHMS3 sickle cell if right pt background. Or could be JIA or an allergic reaction to a bite e.g. bee sting among others.
11295,anger,@amymarsden_wtf I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs
11296,anger,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet #revenge.
11297,anger,The side effects of #fighting and #disrespect.. comes #ignoring the person and show you #don'tcare at all!! #sweet .
11298,anger,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver 
11299,anger,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge
11300,anger,BeyoncÃ© resentment gets me in my feelings every time. ðŸ˜©
11301,anger,Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming ðŸ˜¡
11302,anger,@jbanks88 offense can't score 3 redzone trips no points n lbs can't pull flags n i missed a flag that lead to a td dat took da league
11303,anger,"@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them"
11304,anger,Get to the gym and discover I forgot to put my gym shoes back in my bad ðŸ˜¤ #rage #wwhhyyy
11305,anger,Get to the gym and discover I forgot to put my gym shoes back in my bad ðŸ˜¤  #wwhhyyy
11306,anger,Omg someone asked them to sit and they reluctantly moved with a huff. Biiitttccchhhhhh ðŸ”ª
11307,anger,how can you hold a grudge for over a year I can barely hold one for a few minutes
11308,anger,"says, who are you to compared me with the others; I'm just human. #lit #fire #burning"
11309,anger,"says, who are you to compared me with the others; I'm just human. #lit #fire "
11310,anger,"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2 #angry #fedup"
11311,anger,"@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2  #fedup"
11312,anger,@katrinadougan_ ive went roght in the huff. Deleted the episode out of anger n everything (regret it now)
11313,anger,my dogs making the most RIDICULOUS sounds right now its like a high pitched gargle-y growl
11314,anger,Time wounds all heels.\n\n#DrunkJesus #rt #lol #wisdom #quote #comedy #self #Revenge #grudge #hate #time #funny #politics #Trump #POTUS2016
11315,anger,I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? ðŸ˜…
11316,anger,(whisper) I cannot frown.
11317,anger,Chick told me I look like Childish Gambino. #insult or #compliment
11318,anger,Boys Dm me pictures of your cocks! The best one will get uploaded! â˜ºï¸ðŸ’¦ðŸ’¦ #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute
11319,anger,Boys Dm me pictures of your cocks! The best one will get uploaded! â˜ºï¸ðŸ’¦ðŸ’¦ #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute
11320,anger,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right 
11321,anger,Dentist just said to me' I'm going to numb your front lip up so it'll feel as if you've got lips like Pete Burns!...... She was right #pout
11322,anger,@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!ðŸ† I think we have a good shot of beating Deep Run tomorrow! #revenge
11323,anger,@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!ðŸ† I think we have a good shot of beating Deep Run tomorrow! 
11324,anger,Its worth noting that despite the animosity between the US president and the Israeli president they both behaved as gentleman.
11325,anger,@haileywiggins_ @flenner_alisha good. Takes more muscles to frown than smile
11326,anger,Every cal person I have on my snap has chic-fil-a on their story.. Lol #Yummy
11327,anger,@HannahFJames I'm distraught! ðŸ˜­ Candice and her pout can piss off
11328,anger,@pxrfectpeach it's got her little pout
11329,anger,@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger! #fuming #medchat
11330,anger,@jonnyp_43 @MedicNow like going to a so called cardiac arrest that turned out to be a cut finger!  #medchat
11331,anger,@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great  #xph
11332,anger,@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph
11333,anger,Clash of the titans and wrath of the titans ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ ðŸ”¥
11334,anger,"your outrage (your tweets, your jokes, your attention) is *exactly* what M*lo wants\n\n(this is not meant as a defense)"
11335,anger,Just watching crimewatch what kind of sick fuck touches 6 year olds ðŸ˜¡ðŸ˜¡ðŸ˜¡ðŸ˜¡ shit like this makes me fume!!!
11336,anger,I've never seen fast &amp; furious Tokyo drift. Boutta watch it
11337,anger,i'll get my revenge soon
11338,anger,if i don't answer your 50 texts pls don't snap me
11339,anger,"Good luck to all Fury-Haney players playing this weekend at the Future Stars showcase in Frisco, Tx.  #KGB #G-town #fury"
11340,anger,"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back."
11341,anger,@ThatAnt_ @Football_Pollss i have hit a lot of irate villa fans lol
11342,anger,@jamiesmart Huh! It's always my fault isn't it &gt;:(  #sulk
11343,anger,@jamiesmart Huh! It's always my fault isn't it &gt;:( #huff #sulk
